662936	event_58557	what fundamental principle was expressed by the war crimes tribunal at nuremberg following ww2	world war ii	World War II
938668	event_58557	when did germany invade belgium ww2	world war ii	World War II
937594	event_58557	when did britain declare war on germany ww2	world war ii	World War II
1062501	event_58557	why did germany invade france ww2	world war ii	World War II
968821	event_58557	where did italy want to expand during ww2	world war ii	World War II
215642	event_58557	how did the us make the atomic bomb in ww2	world war ii	World War II
921379	event_58557	what was the maximum age for enlistment in ww2	world war ii	World War II
920199	event_58557	what was the fate of japan after ww2	world war ii	World War II
620358	event_58557	what did the soviets do when they captured soldiers in ww2	world war ii	World War II
919898	event_58557	what was the culture of germany during ww2	world war ii	World War II
184971	event_58557	famous french town left as is since ww2	world war ii	World War II
1063367	event_58557	why did the economic boom to stop after ww2	world war ii	World War II
962980	event_58557	when was war declared on germany in ww2	world war ii	World War II
1075760	event_58557	why was the manhattan project important to ww2	world war ii	World War II
388077	event_58557	how were farmers affect by ww2	world war ii	World War II
925619	event_58557	what would life be like if germany won ww2	world war ii	World War II
918310	event_58557	what was fdr's significant contribution to ww2	world war ii	World War II
134616	event_58557	definition of fascism in italy ww2	world war ii	World War II
403007	event_58557	is anzac day for ww1 or ww2	world war ii	World War II
1053998	event_58557	who was formed because of ww2	world war ii	World War II
1055769	event_58557	who was the dictator of japan during ww2	world war ii	World War II
1063225	event_58557	why did the US use the atomic bomb in ww2	world war ii	World War II
1075625	event_58557	why was the failure of the treaty of versailles a cause of ww2	world war ii	World War II
918829	event_58557	what was mexico doing during ww2	world war ii	World War II
1025372	event_58557	who coined the term ww2	world war ii	World War II
894728	event_58557	what significant political change took place in europe following ww2 quizlet	world war ii	World War II
213371	event_58557	how did fdr try and keep the us neutral when ww2 started	world war ii	World War II
923077	event_58557	what was the ww2 early victories	world war ii	World War II
816135	event_58557	what is the differenc between ww2 and korean war helmet	world war ii	World War II
333136	event_58557	how old did soldiers have to be in ww2 america	world war ii	World War II
12638	event_58557	after ww2 why did the us look as a superpower	world war ii	World War II
925758	event_58557	what ww2 military general was elected president in 1952	world war ii	World War II
176824	event_58557	during ww2 which countries were part of the allied powers	world war ii	World War II
320030	event_58557	how much fuel was in ww2 flame throwrs	world war ii	World War II
292250	event_58557	how many people died in ww2 chart	world war ii	World War II
1063902	event_58557	why did us ww2 end in the pacific	world war ii	World War II
941483	event_58557	when did the european ww2 start	world war ii	World War II
1023314	event_58557	which ww2 plane used a rolls royce engine	world war ii	World War II
1027786	event_58557	who fought on which sides in ww2 list	world war ii	World War II
295969	event_58557	how many soldiers died in ww2 on answers	world war ii	World War II
466539	event_58557	number of dead russian in wwii	world war ii	World War II
635488	event_58557	what does d-day stand for in wwii	world war ii	World War II
616090	event_58557	what damage did the atomic bomb cause in wwii	world war ii	World War II
275479	event_58557	how many boats were made in wwii	world war ii	World War II
387353	event_58557	how was american industry reorganized during the wwii	world war ii	World War II
939198	event_58557	when did japan surrender in wwii	world war ii	World War II
942264	event_58557	when did the soviets join the allies in wwii	world war ii	World War II
1161635	event_58557	causes of blood poisoning during wwii	world war ii	World War II
1145299	event_58557	what treaty did italy break wwii	world war ii	World War II
533602	event_58557	us coast guard pf 28 wwii	world war ii	World War II
144065	event_58557	did hirohito have to step down in wwii	world war ii	World War II
658332	event_58557	what event happened prior to wwii	world war ii	World War II
941677	event_58557	when did the german embassy close when the us entered wwii	world war ii	World War II
301347	event_58557	how many years since wwii	world war ii	World War II
174835	event_58557	don d. givens wwii	world war ii	World War II
274614	event_58557	how many american pows during wwii	world war ii	World War II
540508	event_58557	was oxford bombed during wwii	world war ii	World War II
616091	event_58557	what damage did the atomic bomb do in wwii	world war ii	World War II
1055732	event_58557	who was the commander of the us marine corps during wwii	world war ii	World War II
885912	event_58557	what percent of the population of the us were military servicemen during wwii	world war ii	World War II
387779	event_58557	how was the holocaust involved in wwii	world war ii	World War II
659665	event_58557	what film series did frank capra produce for the government during wwii	world war ii	World War II
620438	event_58557	what did the us fight for in wwii	world war ii	World War II
531570	event_58557	ulithi sea battle wwii	world war ii	World War II
941681	event_58557	when did the germans officially surrender in wwii	world war ii	World War II
584240	event_58557	what caused wwii	world war ii	World War II
659256	event_58557	what famous rulers or dictators used ghettos during wwii	world war ii	World War II
1143045	event_58557	when did the us declare in wwii	world war ii	World War II
230060	event_58557	how far could a torpedo fire in wwii	world war ii	World War II
963109	event_58557	when was wwii	world war ii	World War II
938660	event_58557	when did germans invade normandy france in wwii	world war ii	World War II
436696	event_58557	largest japanese battleship of wwii	world war ii	World War II
85102	event_58557	causes for wwii	world war ii	World War II
274722	event_58557	how many americans were casualties in wwii	world war ii	World War II
922315	event_58557	what was the rationale behind the policy of appeasement wwii	world war ii	World War II
540047	event_58557	was ghent bombed during wwii	world war ii	World War II
1054745	event_58557	who was leader of italy during wwii	world war ii	World War II
295584	event_58557	how many served in wwii	world war ii	World War II
296709	event_58557	how many stars on the flag during wwii	world war ii	World War II
215633	event_58557	how did the us gear up to fight wwii	world war ii	World War II
215750	event_58557	how did treaty of versailles cause wwii	world war ii	World War II
1052778	event_58557	who suffered the most deaths during wwii	world war ii	World War II
338311	event_58557	how quickly were liberty ships made in wwii	world war ii	World War II
1003865	event_58557	where was the major invasion of us forces in wwii	world war ii	World War II
292159	event_58557	how many people died during wwii	world war ii	World War II
387891	event_58557	how was the treaty of versailles a trigger to wwii	world war ii	World War II
665095	event_58557	what happened that makes wwii	world war ii	World War II
921170	event_58557	what was the legacy of wwii	world war ii	World War II
923430	event_58557	what weapons did us use against japanese in wwii	world war ii	World War II
1049317	event_58557	who requested japanese internment in wwii	world war ii	World War II
957827	event_58557	when was germany divided wwii	world war ii	World War II
1075840	event_58557	why was the ponte vecchio bridge spared in wwii	world war ii	World War II
541103	event_58557	was there a draft for wwii	world war ii	World War II
1107567	event_58557	what were dolphins used in the wwii	world war ii	World War II
1107775	event_58557	what was the date japan invaded china during wwii	world war ii	World War II
618970	event_58557	what did fdr do wrong in wwii	world war ii	World War II
1122786	event_58557	what airborne rgt conducted four combat jumps in wwii	world war ii	World War II
1013866	event_58557	which nations fielded jet fighters during wwii	world war ii	World War II
943252	event_58557	when did wwii begin?	world war ii	World War II
215881	event_58557	how did wwii contribute to the civil rights movement	world war ii	World War II
616258	event_58557	what date did the wwii end?	world war ii	World War II
927330	event_58557	what year did wwii start;	world war ii	World War II
145804	event_58557	did wwii japanese pilots wear fur-lined hats?	world war ii	World War II
943261	event_58557	when did wwii end in poland	world war ii	World War II
215883	event_58557	how did wwii impact financial health of caterpillar	world war ii	World War II
943262	event_58557	when did wwii end in the pacific	world war ii	World War II
923905	event_58557	what were the age requirements for the us wwii draft?	world war ii	World War II
970204	event_58557	where did wwii begin	world war ii	World War II
460465	event_58557	munich-pact wwii meaning	world war ii	World War II
616549	event_58557	what day did us officially enter wwii war	world war ii	World War II
943254	event_58557	when did wwii end	world war ii	World War II
925148	event_58557	what would a wwii army uniform looked like	world war ii	World War II
215882	event_58557	how did wwii end the great depression	world war ii	World War II
1004309	event_58557	where was wwii fought	world war ii	World War II
943263	event_58557	when did wwii end?	world war ii	World War II
1076099	event_58557	why was wwii important?	world war ii	World War II
943264	event_58557	when did wwii start	world war ii	World War II
1055205	event_58557	who was president during wwii in london	world war ii	World War II
948812	event_58557	when during wwii was dunkirk?	world war ii	World War II
541287	event_58557	was wwii a continuation of wwi	world war ii	World War II
300406	event_58557	how many wwii vets are alive	world war ii	World War II
549545	event_58557	what act was gave a way for the u.s. to provide military aid to foreign nations during wwii and allowed for repayment after the war ended.	world war ii	World War II
923078	event_58557	what was the wwii odt	world war ii	World War II
921316	event_58557	what was the main purpose of wwii propaganda	world war ii	World War II
942876	event_58557	when did usa enter wwii in europe	world war ii	World War II
846687	event_58557	what is the significance of heavy water and wwii germany?	world war ii	World War II
1053753	event_58557	who was disqualified to serve as a pilot in wwii because he was color blind	world war ii	World War II
927323	event_58557	what year did wwii start	world war ii	World War II
960153	event_58557	when was the 2nd world war	world war ii	World War II
500185	event_58557	soldier treason world war two	world war ii	World War II
919951	event_58557	what was the date the us became involved in world war two	world war ii	World War II
584238	event_58557	what caused world war two	world war ii	World War II
888156	event_58557	what president enacted world war two	world war ii	World War II
922911	event_58557	what was the two wars in world war two	world war ii	World War II
942587	event_58557	when did the world war two start	world war ii	World War II
1020354	event_58557	which statesman and world war two leader warned about the dangers of stalin	world war ii	World War II
1063965	event_58557	why did world war two take place in the pacific	world war ii	World War II
300675	event_58557	how many years did world war two last	world war ii	World War II
943215	event_58557	when did world war two start	world war ii	World War II
919973	event_58557	what was the death toll on world war two russian convoys	world war ii	World War II
924519	event_58557	what what date did world war two end	world war ii	World War II
942396	event_58557	when did the u.s. join world war 2?	world war ii	World War II
658329	event_58557	what event ended world war ii?	world war ii	World War II
923122	event_58557	what was thruxton airfield used for in world war ii?	world war ii	World War II
1159747	event_58557	what effect did the battle of midway have on the events of world war ii?	world war ii	World War II
1052727	event_58557	who started the world war ii?	world war ii	World War II
891738	event_58557	what role did alliances play in world war ii?	world war ii	World War II
887644	event_58557	what policies did the war department lay out for black participation in the military during world war ii?	world war ii	World War II
1181816	event_58557	how did the production of penicillin change during world war ii?	world war ii	World War II
293043	event_58557	how many people, worldwide, are believed to have died during world war ii?	world war ii	World War II
921578	event_58557	what was the name of the alliance that germany, italy, and japan formed in world war ii?	world war ii	World War II
1008188	event_58557	which date is associated with the beginning of world war ii?	world war ii	World War II
1057062	event_58557	who was us president during the early years of world war ii?	world war ii	World War II
1013853	event_58557	which nation suffered the largest population loss in world war ii?	world war ii	World War II
1113592	event_58557	what is one result of world war ii?	world war ii	World War II
912570	event_58557	what type of government did the united states help japan build for itself after world war ii?	world war ii	World War II
880465	event_58557	what nation had the largest navy in wwii?	world war ii	World War II
899073	event_58557	what strategy did the u.s. pursue in the pacific theater of wwii?	world war ii	World War II
921842	event_58557	what was the only part of the current united states invaded by the japanese during wwii?	world war ii	World War II
1005064	event_58557	which ally suffered the greatest number of casualties during wwii?	world war ii	World War II
1055056	event_58557	who was on the european axis in wwii?	world war ii	World War II
1013867	event_58557	which nations fielded jet fighters during wwii?	world war ii	World War II
917782	event_58557	what was a special construction battalion wwii?	world war ii	World War II
919953	event_58557	what was the date ve day in wwii?	world war ii	World War II
215647	event_58557	how did the us support the allied forces during the first two years of wwii?	world war ii	World War II
975421	event_58557	where exactly did ss mambi sink during wwii?	world war ii	World War II
1013868	event_58557	which nations fielded jet fighters during wwii? select all that apply	world war ii	World War II
282230	event_58557	how many died in the evacuation of dunkirk, france during wwii?	world war ii	World War II
1104075	event_58557	which type of clothing was in vogue during wwii?	world war ii	World War II
940610	event_58557	when did russian troops retake hungry in world war two?	world war ii	World War II
